Accession,Release_Date,Species,Length,Nuc_Completeness,Geo_Location,U.S._State,Host,Isolation_Source,Collection_Date
MT890298,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29526,partial,USA: FL,FL,Homo sapiens,,2020-06-12
MT890299,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29821,partial,USA: FL,FL,Homo sapiens,,2020-06-12
MT890300,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29527,partial,USA: FL,FL,Homo sapiens,,2020-06-13
MT890301,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,complete,USA: FL,FL,Homo sapiens,,2020-06-12
MT890302,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,complete,USA: FL,FL,Homo sapiens,,2020-06-12
MT890303,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29531,partial,USA: FL,FL,Homo sapiens,,2020-06-12
MT890304,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,partial,USA: FL,FL,Homo sapiens,,2020-06-12
MT890305,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29523,partial,USA: FL,FL,Homo sapiens,,2020-06-12
MT890306,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29523,partial,USA: FL,FL,Homo sapiens,,2020-06-12
MT890307,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,partial,USA: FL,FL,Homo sapiens,,2020-06-12
MT890308,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,partial,USA: FL,FL,Homo sapiens,,2020-06-15
MT890309,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,complete,USA: FL,FL,Homo sapiens,,2020-06-19
MT890310,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,complete,USA: FL,FL,Homo sapiens,,2020-06-19
MT890311,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,complete,USA: FL,FL,Homo sapiens,,2020-06-19
MT890312,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,partial,USA: FL,FL,Homo sapiens,,2020-06-19
MT890313,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,complete,USA: FL,FL,Homo sapiens,,2020-06-20
MT890314,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,partial,USA: FL,FL,Homo sapiens,,2020-06-20
MT890315,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,partial,USA: FL,FL,Homo sapiens,,2020-06-19
MT890316,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,complete,USA: FL,FL,Homo sapiens,,2020-06-19
MT890317,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,partial,USA: FL,FL,Homo sapiens,,2020-06-20
MT890318,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29821,partial,USA: FL,FL,Homo sapiens,,2020-06-20
MT890319,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29845,partial,USA: FL,FL,Homo sapiens,,2020-06-20
MT890320,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,complete,USA: FL,FL,Homo sapiens,,2020-06-20
MT890321,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,USA: FL,FL,Homo sapiens,,2020-06-22
MT890322,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,complete,USA: FL,FL,Homo sapiens,,2020-06-22
MT890323,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29523,partial,USA: FL,FL,Homo sapiens,,2020-06-22
MT890324,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29525,partial,USA: FL,FL,Homo sapiens,,2020-06-22
MT890325,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,partial,USA: FL,FL,Homo sapiens,,2020-06-22
MT890326,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29523,partial,USA: FL,FL,Homo sapiens,,2020-06-22
MT890327,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,partial,USA: FL,FL,Homo sapiens,,2020-06-23
MT890328,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29573,partial,USA: FL,FL,Homo sapiens,,2020-06-23
MT890329,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29727,partial,USA: FL,FL,Homo sapiens,,2020-06-27
MT890330,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,complete,USA: FL,FL,Homo sapiens,,2020-06-27
MT890331,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29523,partial,USA: FL,FL,Homo sapiens,,2020-06-27
MT890332,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29521,partial,USA: FL,FL,Homo sapiens,,2020-06-27
MT890333,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29849,partial,USA: FL,FL,Homo sapiens,,2020-06-29
MT890334,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29845,partial,USA: FL,FL,Homo sapiens,,2020-06-27
MT890335,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,complete,USA: FL,FL,Homo sapiens,,2020-06-28
MT890336,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,complete,USA: FL,FL,Homo sapiens,,2020-06-28
MT890337,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,complete,USA: FL,FL,Homo sapiens,,2020-06-29
MT890338,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,complete,USA: FL,FL,Homo sapiens,,2020-06-29
MT890339,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,partial,USA: FL,FL,Homo sapiens,,2020-06-29
MT890340,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29827,complete,USA: FL,FL,Homo sapiens,,2020-06-29
MT890341,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,partial,USA: FL,FL,Homo sapiens,,2020-06-29
MT890342,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,partial,USA: FL,FL,Homo sapiens,,2020-06-29
MT890343,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,partial,USA: FL,FL,Homo sapiens,,2020-07-02
MT890344,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29845,complete,USA: FL,FL,Homo sapiens,,2020-07-02
MT890345,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29817,complete,USA: FL,FL,Homo sapiens,,2020-07-02
MT890346,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29817,complete,USA: FL,FL,Homo sapiens,,2020-07-06
MT890347,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,complete,USA: FL,FL,Homo sapiens,,2020-07-06
MT890348,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,complete,USA: FL,FL,Homo sapiens,,2020-07-06
MT890349,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,complete,USA: FL,FL,Homo sapiens,,2020-07-07
MT890350,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29799,partial,USA: FL,FL,Homo sapiens,,2020-07-08
MT890351,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,partial,USA: FL,FL,Homo sapiens,,2020-07-08
MT890352,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,complete,USA: FL,FL,Homo sapiens,,2020-07-09
MT890353,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,complete,USA: FL,FL,Homo sapiens,,2020-07-08
MT890354,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,partial,USA: FL,FL,Homo sapiens,,2020-07-09
MT890355,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,complete,USA: FL,FL,Homo sapiens,,2020-07-09
MT890356,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,complete,USA: FL,FL,Homo sapiens,,2020-07-14
MT890357,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,complete,USA: FL,FL,Homo sapiens,,2020-07-14
MT890358,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,complete,USA: FL,FL,Homo sapiens,,2020-07-14
MT890462,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,complete,Russia: Moscow,,Homo sapiens,,2020-04-17
MT890669,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,complete,Italy,,Homo sapiens,,2020-04-15
MT892963,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-04-29
MT892964,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-04-30
MT892965,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-05-06
MT892966,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,complete,USA: Minnesota,MN,Homo sapiens,,2020-06-17
MT892967,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-06-24
MT892968,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29817,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-06-26
MT892969,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29822,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-06-26
MT892970,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-06-25
MT892971,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-06-25
MT892972,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,complete,USA: Minnesota,MN,Homo sapiens,,2020-06-26
MT892973,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-06-26
MT892974,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,complete,USA: Minnesota,MN,Homo sapiens,,2020-06-28
MT892975,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-06-29
MT892976,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,complete,USA: Minnesota,MN,Homo sapiens,,2020-06-16
MT892977,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,complete,USA: Minnesota,MN,Homo sapiens,,2020-06-23
MT892978,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29822,complete,USA: Minnesota,MN,Homo sapiens,,2020-06-23
MT892979,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,complete,USA: Minnesota,MN,Homo sapiens,,2020-06-23
MT892980,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,complete,USA: Minnesota,MN,Homo sapiens,,2020-06-25
MT892981,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29817,complete,USA: Minnesota,MN,Homo sapiens,,2020-06-30
MT892982,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,complete,USA: Minnesota,MN,Homo sapiens,,2020-06-24
MT892983,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,complete,USA: Minnesota,MN,Homo sapiens,,2020-07-06
MT892984,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-16
MT892985,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-18
MT892986,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29831,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-19
MT892987,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29845,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-23
MT892988,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-23
MT892989,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-23
MT892990,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-24
MT892991,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-24
MT892992,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-25
MT892993,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-25
MT892994,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-25
MT892995,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-26
MT892996,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-26
MT892997,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-24
MT892998,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-27
MT892999,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,complete,USA: Minnesota,MN,Homo sapiens,,2020-03-30
MT893000,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29831,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-31
MT893001,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-31
MT893002,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-31
MT893003,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-31
MT893004,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-31
MT893005,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-25
MT893006,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-25
MT893007,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-25
MT893008,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29831,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-23
MT893009,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-25
MT893010,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-26
MT893011,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-26
MT893012,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-27
MT893013,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-26
MT893014,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-26
MT893015,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-26
MT893016,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-26
MT893017,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-26
MT893018,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-26
MT893019,2020-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,complete,USA: Minnesota,MN,Homo sapiens,oronasopharynx,2020-03-26
MT034054,2020-08-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29885,complete,China: Beijing,,Homo sapiens,"lung, oronasopharynx",2020-01-03
MT889692,2020-08-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,complete,Iran,,Homo sapiens,oronasopharynx,2020-05-01
MT883499,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,Serbia: Uzice,,Homo sapiens,,2020-04-21
MT883500,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,Serbia: Uzice,,Homo sapiens,,2020-04-27
MT883501,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,Serbia: Kraljevo,,Homo sapiens,,2020-05-11
MT883502,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,Serbia: Kraljevo,,Homo sapiens,,2020-07-11
MT883503,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,Serbia: Kraljevo,,Homo sapiens,,2020-07-14
MT883504,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,Serbia: Novi Pazar,,Homo sapiens,,2020-07-14
MT883505,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,complete,Serbia: Kraljevo,,Homo sapiens,,2020-07-15
MT886288,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29743,complete,USA: Maine,ME,Homo sapiens,,2020-03-10
MT886289,2020-08-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29728,complete,USA: Maine,ME,Homo sapiens,,2020-03-12
